Customer id,Customer name,Email,Phone,Join date,Age,Gender
d138d150-8557-416a-a750-2a812227d96d,Kevin Wilson,xjimenez@example.com,(798)385-3345x82060,2020-01-27,67,Female
1d77ce40-58d8-4776-a51a-d4f3a699bae0,Danielle Norris,sydneycrawford@example.com,871-854-5573x4884,2021-06-29,51,Female
d9ead926-4745-4d9e-a789-6389df3277fd,Katherine Williams,christopher31@example.org,249.343.6911,2022-01-03,48,Female
34ab18fd-0a68-488e-8ad4-041504c14982,Brandon Dunn,hendricksmatthew@example.net,001-516-524-2668,2020-10-06,34,Female
50910bdc-8ef0-46d4-8279-b14dae55cdff,Tamara Taylor,laura81@example.net,(388)586-8760x353,2020-07-14,51,Female
914591ae-f03d-466a-9dec-c06af24dfdd8,Christina Baxter,michaelpatterson@example.org,+1-490-955-6974x523,2023-07-26,39,Female
d8ab0b30-0ac0-4f0d-9974-c146e8ec01b3,Angela Rowe,williamscolleen@example.org,(203)217-2661,2022-09-04,70,Male
9b8b71a1-b38a-45fb-b611-64cebfc74ca9,Justin Reed,alan41@example.org,(712)878-0112x5501,2021-09-21,41,Female
a4e695c9-b65d-4226-be96-9cf3a7c5cb87,Michelle Martin,ifrancis@example.net,001-287-405-2336x1121,2021-05-04,60,Male
6f790959-a3e0-4b3b-b56b-0715e7180322,Dale Lindsey,jherrera@example.com,(679)272-2931x2888,2023-04-14,44,Female
2da44da1-89b5-4368-9f14-c6125f58d5b5,James Smith,speters@example.com,6269442502,2024-03-30,23,Male
4a814d53-964d-4b77-a025-f0ae35354579,Angela Bryant,paul64@example.net,797.226.1299x50787,2022-05-05,66,Female
4578bab3-26a9-4465-a371-ea2c0247145f,Michael Soto,michelle92@example.com,001-634-308-4361,2020-11-06,33,Male
5e00ea6d-ca24-4e4d-9667-2017555a4085,Lori Santos,melissa38@example.net,+1-759-602-4675x8092,2020-10-11,19,Female
c787ddfb-5697-417c-97fd-3736b7ef941c,Dennis Reilly,johnbrown@example.org,(931)553-4189x106,2024-11-06,24,Female
4505f4f6-0a8c-46c7-8921-5f4f9edb95f2,John Blake,timothy59@example.net,+1-680-848-4885x6723,2020-11-03,68,Male
955d0e77-fb5e-4866-a640-211e29f2c3c7,Matthew Smith,sroberts@example.com,9172398019,2020-10-31,52,Male
fd42f697-6511-4656-9c64-60364a1eb1b7,Shannon Juarez,trevoraguilar@example.org,+1-393-435-9799x1414,2022-01-14,47,Female
1d69d9fc-4b1c-48bd-a130-260c8c69778f,Samantha Wu,michaelchase@example.net,+1-457-802-0814x189,2022-09-30,61,Female
ef0a81ed-3d5d-40bc-bb03-78eb7a62722e,Ann Lam,steveandrews@example.net,835-214-0673x22536,2021-01-09,26,Male
db66bfda-2df9-4747-8ed1-35530c5a876f,Matthew Mooney,jenkinswarren@example.org,(361)941-1667x8122,2021-10-01,59,Female
4d7bd307-1224-41e6-ba89-82dd85e69ea9,Cody Bright,barbaraarnold@example.com,211-655-4755,2023-09-01,51,Male
4c9a0ae1-5419-4efc-95e7-3e3f673617d9,Connie Robinson,brianjohnson@example.com,364.918.1516x328,2022-04-06,34,Male
8f928dc5-1972-4ce3-9bd0-94486a2b3200,Kelly Johnson,reedelizabeth@example.net,714-211-4274x7233,2020-03-04,62,Female
564ae909-7958-4e69-bb2e-1b82e89dc815,Steve Miller,jamesfowler@example.com,(912)533-6427,2022-03-06,32,Female
cff4c56b-f9ea-4c64-8c41-7e7cd741d609,Melanie Jones,dgonzalez@example.com,001-987-282-0326x308,2021-03-11,18,Female
1db2b452-7aa5-4a18-9fd3-c01757f98d1e,John Barr,luis29@example.net,001-771-714-8397x09022,2023-12-28,50,Male
09aedbd0-6d31-4b4a-bf6b-8793b318ad4c,Kimberly Long,nnavarro@example.org,+1-834-270-1528x9864,2022-12-26,70,Male
afe6790a-bc18-440b-95c7-ed9d4d4985dc,Charlotte Dawson,fchapman@example.org,510-963-4822x8407,2024-10-29,21,Female
2aa36cf7-eb70-4a65-a7d9-9a23e4f7625e,Sabrina Ortiz,laurapatterson@example.net,+1-834-803-9937x508,2023-02-27,29,Male
ce5dc807-6025-4199-9082-3edaa0722aa0,Luis Case,moniquebrown@example.net,+1-795-774-6963x7903,2022-11-30,20,Female
16408169-a38d-4afc-bdd2-ed7af97ccc57,Anthony Bentley,joshuagutierrez@example.com,3226351627,2022-09-08,27,Male
32b2c492-15ac-47a1-8eca-2ee310da8a95,Charles Hunter,oestrada@example.com,(246)285-7076x627,2021-05-11,28,Male
62830869-0fa7-4e05-b897-4df5bff773ce,Penny Barton,brooke30@example.net,715.705.4124x236,2023-06-16,18,Female
8e751eb7-64d0-4913-991b-8adf0202861c,Matthew Anderson,sbentley@example.net,(286)297-2654x5661,2021-05-16,29,Male
eb8f2056-72d3-4c5d-8a31-b24384dd6da6,Carl Mendoza,humphreyashley@example.net,(842)660-9181,2021-12-26,51,Male
b6e355f6-95bb-440d-89cd-4af97d161f29,Peter Moody,bradfordshirley@example.net,+1-245-217-8222x1123,2024-08-12,66,Female
156af458-6c4c-4935-b79d-eda1ade6c5e9,John Harrison,michelledelacruz@example.net,242.913.3436x148,2022-05-10,28,Male
ffc573d5-fd0b-470e-b85a-f4635e4af862,Carmen Lee,tjennings@example.net,445-918-2017,2023-09-08,39,Female
2aa50f4e-c6f0-4933-95d1-805142cb6d1d,Kristen Lucas,aellis@example.org,534.762.2560x96505,2024-05-10,56,Female
1d7173e5-5bc7-4deb-b123-4efe6e648043,Barbara Reese,cburnett@example.net,580.637.6553x0900,2024-10-28,32,Male
da54f267-dd13-4266-926d-53961058fe8c,Scott West,zachary69@example.net,471.399.3685x8857,2023-03-31,53,Male
869bdbd2-e72b-45b7-8712-0911b3b68b57,Steven Dominguez,shawn82@example.net,(274)905-9221x9268,2022-02-15,64,Female
33a1d1c2-ad4a-4155-809f-cd8f739cd488,John Randolph,janet92@example.com,281-412-7609x46337,2021-05-09,29,Male
41a8a6e1-65e0-4993-bf41-1fed1e70e799,Erica Roy,calhouncourtney@example.org,964.541.8997x946,2020-08-01,56,Female
ff3e0ba1-0ac7-48b4-a418-65bf350d278d,Nathan Roman,benjaminpratt@example.com,+1-594-212-7243,2023-04-06,43,Female
9f982188-3744-4a64-8c24-9558f2ad985f,Nicholas Wheeler,joshua28@example.net,(478)452-4466,2020-09-05,68,Female
755a3ac1-32ae-4a20-9ac9-02ee25777cf0,Ryan Bailey,amy27@example.com,001-604-939-2871x4080,2023-04-14,59,Male
d3b564b0-8be0-4c3e-9c94-938160c6b3ed,Wendy Mcdonald,htaylor@example.com,001-402-761-5226x00285,2022-02-23,58,Female
98a33736-fd1a-47ce-9ad0-a6f226bdd974,Bobby Dixon,brian58@example.org,785-383-6210x3994,2020-02-19,60,Female
905c053b-25fd-4cbe-bce7-1b48fba52e59,Angela Barnes,jennifer97@example.com,354.879.7452,2024-10-08,45,Female
6c596216-ae0f-4bc8-a36b-cb0167e98363,Samantha Torres,jrivera@example.net,336-438-5185x234,2020-07-23,64,Male
ade7cef3-7ed2-4c2f-856f-3d95e0ae1a1b,Melanie Erickson,melissataylor@example.org,(382)688-2858x0621,2020-12-15,31,Male
d5627386-528c-4241-a345-ac72eac39204,Gwendolyn Brown,dmurray@example.com,+1-409-875-9209x40507,2020-11-11,26,Male
a2939b3b-7fa7-4d8a-bf88-ec827f99d273,Mrs. Becky Norris,scott68@example.com,768-423-4865,2021-07-13,29,Female
8af58903-33b5-43ce-9fec-4623ab899605,Christopher Brown,patricia19@example.com,(297)992-7691x7221,2020-05-07,57,Male
027c013f-3801-4399-ae6a-8e2f9c19ed34,Jason Williamson,shane70@example.org,785.272.5048x3308,2020-01-05,59,Female
bf3df0bb-f66a-4168-b4a1-ca795718ada2,Patrick Bryant,rsmith@example.net,917-976-9390x878,2021-08-13,30,Male
52631db9-d170-44ce-9179-7350e6256403,Mary Lynch,cindycarter@example.org,(600)676-2812,2022-04-20,26,Female
dfde2281-25fb-4f3d-866d-7002091472ad,Peter Richardson,newtonjuan@example.org,340.448.2286x7631,2023-12-17,38,Male
27e969e2-c8bf-43fb-9a43-1f7a41c30359,Jessica Mitchell,kthompson@example.org,+1-300-376-1469x30142,2022-02-20,57,Male
4b5ca436-953c-478e-a106-7a8cd7a3283c,Sara Booth,walkerjennifer@example.com,448.267.0158,2021-05-30,24,Male
786e30ef-ce9b-4e70-b4d4-dfccb7d779cc,Jeffrey Garner,clarkeric@example.org,279-908-6223,2023-06-28,59,Female
843b2a7d-15ab-4c21-8cc9-3ff710fce97d,Tammy Smith,tiffanyhenderson@example.net,(817)514-7888x7818,2023-04-12,27,Male
10fc9eee-0a17-47f7-aa5f-24b6de6fec4b,Natalie Burton,taylorvictor@example.org,+1-842-818-9186x35995,2024-04-19,35,Male
4cea2df0-0a66-4c4e-a168-1081399f8a8f,Amy Shelton,aaron82@example.com,001-363-545-2238x239,2022-08-01,65,Male
72d6bc20-d80d-4a1c-8247-2fd603e9ba02,Desiree Rowe,christopher00@example.net,001-702-939-3059x25111,2023-07-22,66,Male
ccf719ab-2922-4bd8-9ca5-b35354a1d505,John Hall,kennethmartin@example.net,5626084080,2019-11-28,59,Female
75f2bc20-a7f5-495c-9e62-d43f261908b9,Ashley Riley,justin13@example.com,001-456-943-9038x253,2023-05-18,61,Male
61d9fe39-8147-48f4-9f0e-f320f7f60e7f,David Andrews,alexandraford@example.net,(693)803-2339,2023-08-27,43,Male
089b30a0-809f-4923-87a1-798fe6addd9e,Crystal Olson,ericwalker@example.com,(366)787-3211x8777,2023-12-02,34,Female
cb4d18d6-adb6-4a35-9734-a26c92e94e89,Sarah Jones,jeffreyharris@example.org,421.909.6666x4812,2022-08-10,22,Female
99a2ecb1-c202-487b-849b-8a44ce1bb02a,Jeffrey Edwards,uaustin@example.org,281-455-1285x0178,2021-12-20,37,Female
6d265dd8-bf39-4fbb-938c-3460fd938adc,Heather Rosales,dianafigueroa@example.net,285-255-5549x340,2024-11-23,49,Male
4a276dda-34c3-494a-812e-a9b8e7e13ed8,Stephanie Evans,opowell@example.com,431-931-3371,2024-09-27,60,Male
6af79ad2-993e-48c6-a6b1-06e289110af0,Brent Reed,rhondabrooks@example.org,001-874-756-0563,2022-09-12,58,Female
d872298c-7b72-490b-b8f8-f071d360da69,Kimberly King,laura70@example.net,001-443-741-6204x5278,2021-10-07,37,Male
9b8086da-6379-4035-b8e4-5086ca819c6f,Amanda Cook,hpearson@example.com,861-793-9353x05306,2021-01-15,22,Female
dd620222-d9ef-428b-bbcb-50b3961d8dcf,Deborah Blake,daymichael@example.net,(674)308-2103,2020-01-15,46,Female
e2a01335-a830-43ab-853e-4b42cc4da021,Lauren Bowers,jennifer07@example.org,001-600-531-0144x08423,2022-09-12,20,Female
4d6cd782-2e95-43ea-bda1-7da2000fc63d,Emily Cooper,adam09@example.net,9682504344,2024-06-25,39,Male
552ae5ca-4124-405b-91fc-fe8881c16e98,Phillip Johnson,jennifersmith@example.com,001-319-889-2157x74706,2021-12-21,41,Male
4312ece2-dc21-41e1-be56-ac3d10cc8711,David Burton,drodriguez@example.net,001-910-735-6470x2107,2023-03-23,64,Male
c5c14262-4d84-4ec5-9334-886ff164f9d8,Lauren Johnson,matthewskatherine@example.org,001-347-801-6998x9827,2023-12-18,29,Female
6238d0a0-cf5e-4ea3-a258-4ab368777bab,Sabrina Jordan,byrderin@example.org,+1-514-291-7431,2020-10-03,31,Female
ef7e85ec-a417-456f-a9ee-7f3d0ff030b8,Tyler Crawford,rachel28@example.net,(374)941-4770,2023-03-04,49,Female
babd4745-497e-4f1a-bd2b-f042209818d1,Megan Roy,thomas63@example.org,432-268-7567,2020-07-09,53,Female
